c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
1203,Customer#000001203,"SB7AWLKKLgD8AaMzD,tha",16,26-370-660-6154,5787.69,MACHINERY,lites use slyly across the fluffily special dep
1204,Customer#000001204,"buBo5KAYu,cv40sL1rqmylGKPW, tkf",20,30-117-472-8751,9777.19,HOUSEHOLD,"lyly final ideas affix blithely after the special, ironic a"
1205,Customer#000001205,",qfnTldWiv06FVyDMe",8,18-185-307-2678,5390.34,HOUSEHOLD,regular courts-- fluffily unusual instructions affix c
1206,Customer#000001206,"OusH40LtGOlYGhrLdSJ16,YAU7V7Ux6dLb",20,30-716-117-6066,8437.76,HOUSEHOLD,nto beans detect across the unusual foxes. slyly idle platelets are quickly even deposits. carefull
1207,Customer#000001207,"zn1MYmFiukI LRu1DUdZzx,nP5t6G89x",3,13-572-474-7362,-556.05,AUTOMOBILE,ts affix carefully after the carefully even requests. quickly regular deposits kindle slyly above the 
1208,Customer#000001208,frxf8mkUi bGgauAjVwoQbHKFjBpXhp,5,15-789-973-6601,2426.52,BUILDING, affix against the ironic asymptotes. regular theodolites believe blithely against the platelets.
1209,Customer#000001209,"c4,,KNdBacJxKUNMy3LpHBvNqMzE92 wM0PXWx9S",4,14-664-771-9006,3551.21,HOUSEHOLD,ronic accounts. carefully even requests snooze by the furiously express p
1210,Customer#000001210,"Q67f4,gijstaGxcnv6evnkoaL8aeTQqE6e,",16,26-202-315-9048,8137.66,AUTOMOBILE,"ight wake fluffily ironic, bold excuses. sentiments ar"
1211,Customer#000001211,"koqoPYqFSRKUdAj7hSAiIJLkluqW8,PY",18,28-280-785-7324,4723.37,HOUSEHOLD,gular courts. regularly pending packages above the T
1212,Customer#000001212,HHI5fMQNzAVz6XqVe2vt9xr31E4sKGJ48QRxXgrU,22,32-462-274-7707,7736.03,HOUSEHOLD,"e carefully idle instructions. ruthless, final packages sleep carefully deposits. final theodolites cajole quickly"
1213,Customer#000001213,Xq7f297OAfMKqhfvfT6,7,17-548-151-7684,8555.12,HOUSEHOLD,p silently. express pinto beans nag caref
1214,Customer#000001214,nq7BdVEr kyDqqG5ld8B At,4,14-281-851-2904,2935.31,BUILDING,"counts cajole furiously. regular, regular ide"
1215,Customer#000001215,DqwfxT5O9KSld8R dECA7R,16,26-405-743-5405,7795.87,MACHINERY, furiously regular pinto beans are furiously above the dolphins. blithely regula
1216,Customer#000001216,p8LZpQlJhJyOEwLzcv2fbqoemBK3H,3,13-673-633-4561,2155.06,AUTOMOBILE,s. ironic instructions among the furiously ironic packages cajole among the
1217,Customer#000001217,ONGW2pTFE7f01XfQ3,12,22-191-580-2887,6019.32,FURNITURE,foxes. furiously ironic packages al
1218,Customer#000001218,"i2dw6Clk,NotTQheJFYsgtiu6lA11XWDO6M",22,32-299-871-1751,8801.73,AUTOMOBILE, snooze alongside of the quickly bold dependencies.
1219,Customer#000001219,"HbZugWPMrQTy4Vha8A,Dwh4KgQc",4,14-364-661-8744,774.23,FURNITURE,"ng to the silent, blithe platelets."
1220,Customer#000001220,zPtMOzYje3XT7szhtVrJDV,18,28-379-869-1009,8429.33,FURNITURE, furiously regular requests alongside of the carefull
1221,Customer#000001221,XEEMIuE5N9Fs,22,32-185-876-3586,816.50,FURNITURE,sts. slyly express deposits across the quickly ironic foxes doubt slyly about t
1222,Customer#000001222,"KDU8sGbWnATlSRId3j,yIiKzs0ypoIqe",11,21-709-519-4959,3883.18,AUTOMOBILE,ously asymptotes? furiously sly requests across the closely even dolphins integrate unusual re
1223,Customer#000001223,"1i,P9MokmV zQ3W6X",11,21-659-745-8411,-413.03,BUILDING,ncies would use blithely even accounts. quickly bold somas use. idly even package
1224,Customer#000001224,c4cvK2gzpCmhaTBuWjhBOhC8cZ0,8,18-794-312-9970,8124.15,HOUSEHOLD,fily ironic deposits are furiously final pi
1225,Customer#000001225,pKQdCHuMrz,11,21-839-103-4411,8634.92,MACHINERY,uses. blithely pending foxes use slyly ironic theodoli
1226,Customer#000001226,kg9ZsDKrL35,0,10-251-221-9440,2135.92,FURNITURE,"ons. carefully unusual requests dazzle slyly final, ironic"
1227,Customer#000001227,lI7ViAchZsi71m QlyZhuUkH,23,33-468-642-3107,3335.72,FURNITURE,e carefully bold packages. slowl
1228,Customer#000001228,"M501eVBHZDJwwPDMzM5Q59Gp,72vgKxw",12,22-778-955-6105,5392.30,AUTOMOBILE,es. packages use slyly. slyly unusual reque
1229,Customer#000001229,Pzw Llguy3,9,19-313-452-6076,8328.12,FURNITURE,"ccounts haggle. regular foxes about the regular deposits are furiously ironic, regular packages. ruthlessly iron"
1230,Customer#000001230,"c TtuP9DMUeIFCn,C90NZS v5m9DcC84M2AS",23,33-786-129-3407,4787.85,MACHINERY,"nusual foxes. even, pending asymptotes nag furiously. carefully"
1231,Customer#000001231,Bh4yuOgEg4P9V3KfnD,9,19-316-348-3289,2326.68,AUTOMOBILE,age always. furiously pending th
1232,Customer#000001232,"u23N7zC,WCgFG,W9e",18,28-518-320-7417,8482.51,MACHINERY,ironic requests. theodolites about the silen
1233,Customer#000001233,hNE3QxZiiiD,15,25-522-912-6255,3649.49,MACHINERY,al accounts haggle furiously packages-- final foxes cajole s
1234,Customer#000001234,"qXcJPk,e9hn0l,fPThA,8ywX",1,11-742-434-6436,-982.32,FURNITURE,"ironic, ironic requests cajole around the bold, express dinos. foxes print quickly against the"
1235,Customer#000001235,BrZmrig1AJx6sHWT,24,34-549-333-8551,-982.05,BUILDING, against the doggedly bold reques
1236,Customer#000001236,C7mmb3FDaptIVVSpdTfhW67Nwd,11,21-699-526-9355,3600.95,MACHINERY,s solve furiously slyly unusual packages. ironic packages wake. furiously final packages nag. blithel
1237,Customer#000001237,soamMB9r0O66TpPu,20,30-415-666-7691,8156.62,BUILDING,ckly ironic braids. furiously ironic requests use b
1238,Customer#000001238,kkohiZT09ijaO8Y01nOhQeax6FdX5JtNE,6,16-302-171-7578,4299.22,BUILDING,"y idle packages. final, final accounts sleep slyly according to the blithely ironic foxes. furiously e"
1239,Customer#000001239,1gTvdjiRHJpr0,20,30-786-518-4678,6936.72,FURNITURE,ts across the fluffily unusual es
1240,Customer#000001240,4PwJtr39GxyHym8aEuMnSMaB29GIoQ,4,14-650-555-5310,5439.44,FURNITURE, silent deposits haggle among the foxes. fluffily regular accounts across the carefully final Tiresias cajole blith
1241,Customer#000001241,UWE4SJBLwC6b9Xb9,3,13-902-876-1609,8654.56,HOUSEHOLD,final instructions are blithely deposits. ironic dependencies are quickly across the carefully even ins
1242,Customer#000001242,FqSP6BpU4AemMYD a3FQkAeAQroH,2,12-521-364-1211,2276.15,BUILDING, use slyly. accounts are. regular asymptotes cajo
1243,Customer#000001243,L0A8wu2GKHoOofrPuuVAuSJqvKCE9ASO2h9x31U,14,24-445-165-9851,6271.38,MACHINERY,". express, final platelets nod. special, regular orbits haggle carefully alongside of the carefully br"
1244,Customer#000001244,"jXn PJgvbXOuzZHm,Inv4J",5,15-881-433-2257,-942.80,BUILDING,hs wake blithely. carefully even ideas arou
1245,Customer#000001245,"sufD8Ls2T,B7gblUVX",4,14-500-764-3702,3196.66,FURNITURE,yly packages. bold requests sleep across the packages. fluffily regular courts 
1246,Customer#000001246,ROKx6BVpi8tAHjpUpy,4,14-882-141-9354,260.71,BUILDING,. fluffily final packages hinder quickly. pending instructions at th
1247,Customer#000001247,BV0cKYMs4XI86yPwgrUAghbAbwovNf,0,10-386-173-3167,1696.95,MACHINERY," unusual, bold instructions among the furiously ironic requests detect furiously dolphins."
1248,Customer#000001248,"M,3USQiy8F",8,18-692-669-1536,6539.15,AUTOMOBILE,nts. furiously final requests sleep sometimes. requests above the instruct
1249,Customer#000001249,vRxG1EdI6eWBpb3umXMBRKMv5bpb1svk2nU ej,7,17-866-269-1165,448.49,BUILDING, accounts. special platelets sleep blithely unusual accounts. accounts cajole. carefully ironic theodolites hang sl
1250,Customer#000001250,gpbzsDRm5qTSzPPO2FTm1e5ET7wCpHFH ,9,19-509-608-4350,780.05,AUTOMOBILE,gular warthogs haggle furiously. ironic dependencies haggle permanentl
1251,Customer#000001251,"XqH6WPWnWqffvau1FqhkwpiKE8TC81w26w,NzXh",24,34-741-256-6399,7267.76,MACHINERY,"ing, busy deposits between the furiously unusual acc"
1252,Customer#000001252,yYc6nquQQt4W4J MyOe0,12,22-604-782-7617,3279.84,MACHINERY,e enticing theodolites. furiously final theodo
1253,Customer#000001253,Z mLqZf9UfH63HCfuizwWS28jceHFAAZ23Jk83,1,11-900-587-2067,1222.21,BUILDING,uickly. furiously final accounts aroun
1254,Customer#000001254,wNksVpErn 9Nl,18,28-832-851-4673,2676.06,HOUSEHOLD, ironic requests. express asymptot
1255,Customer#000001255,7oUiXZhHp6VYyW4LnMrMZBn2PyeX5qzWebe,14,24-359-633-2713,6487.71,FURNITURE,bold deposits cajole slyly unusual theodolites. furiously pending escapades nag quickly stealth
1256,Customer#000001256," duWjPhXVBR1IG0jd,YkUB",15,25-306-342-4782,5012.07,MACHINERY,totes haggle. slyly unusual req
1257,Customer#000001257,H3UtxMvVNLh Kvac5v4mU,2,12-824-451-8526,8810.83,HOUSEHOLD, the special accounts are carefully requests. furiously special de
1258,Customer#000001258,tgX7gLg5xlppNHy,3,13-727-588-7092,-301.75,AUTOMOBILE,y across the quickly unusual theodolites! fluffy theodolites cajole. blithely specia
1259,Customer#000001259,s2aOYa9ah5UGFZsv4KWcJ656rWkFBp,20,30-930-620-7210,8353.00,HOUSEHOLD,s nag furiously. quickly busy dept
1260,Customer#000001260,"EBN KAV2AB0tDwaz0ov,UHWp8ZY9dirdOPXz",2,12-742-408-2980,4991.59,MACHINERY,"oss the regular dependencies. busily pending packages are slyly. ironic, regular requests sleep bli"
1261,Customer#000001261,F4zUESavE7d1,20,30-372-895-4261,5579.81,BUILDING,"lly regular deposits. regular, express accounts sleep bli"
1262,Customer#000001262,yXR49lniUqh6,3,13-444-583-3984,2840.36,MACHINERY,y special excuses along the daringly even theodolites use carefully around the carefully pending instructi
1263,Customer#000001263,f3qWw0vaRgzr,9,19-690-614-5736,6975.90,MACHINERY,cajole! fluffily regular deposits cajole against the furiously unusual requests. carefully unusual accounts 
1264,Customer#000001264,xoZ2KWArcRsr7yV9eTcl,16,26-617-707-6647,3959.28,MACHINERY,carefully unusual ideas. fluffily pending instructions use carefully-- thin gifts h
1265,Customer#000001265,p7P7iqr172ug682XYgzsslXXLvgz8k,24,34-945-256-3226,2653.53,MACHINERY,slyly fluffily final deposits. regular excuses mold
1266,Customer#000001266,g4TzJADCof7HhgajSmlT9ilCLxwi6EJhsBN9,3,13-832-768-3873,1877.05,MACHINERY,"ld, express platelets wake quickly furiously pending packages. slyly express theodolites imp"
1267,Customer#000001267,"DXNyQytiM4wl9CGZvJ4QF,efHFcNFk,j",24,34-329-328-2500,8616.12,BUILDING,ronic deposits nag. quickly unusual packages are slyly. express theodolites maintain carefu
1268,Customer#000001268,9jDUjCcY53qvX9hmbuHamkQD  DN9va9Yf4OE,24,34-973-735-5374,5152.42,BUILDING,top the even accounts haggle courts. blithely ironic deposits dazzle. final
1269,Customer#000001269,IYJvhkoeB hSjaNhTnBM7uV8kTHWNLyd9,10,20-818-485-8060,2659.68,BUILDING,refully express ideas. regular deposits are near the ironic epitaphs. blithely unusual reques
1270,Customer#000001270,kbOxgpmy6scXDBTsCn9,13,23-473-283-1422,6170.06,MACHINERY,s according to the blithely final ideas integrate during the pending accounts. dependencies are blit
1271,Customer#000001271,9TLEjOGCyXiqw,14,24-698-342-2768,1209.37,HOUSEHOLD,mptotes. slyly silent dependencies wake fluffily about the bol
1272,Customer#000001272,KsecRPEtB4,21,31-659-617-1632,6865.14,FURNITURE,s sleep quickly quickly final packages. quickly ironic ideas haggle in
1273,Customer#000001273,V9KF9bNi5RFlS7DVqplE9aF,12,22-594-567-9307,1499.56,AUTOMOBILE,after the bold foxes. carefully 
1274,Customer#000001274,NjhDmUtypE,24,34-152-721-6307,126.97,AUTOMOBILE, blithely final requests. furiously ex
1275,Customer#000001275,h6y5XDltYguxszWt7rnp18,20,30-410-174-2034,8972.46,MACHINERY, sublate quickly among the final requests. quickly bold packages mold. furiously furious 
1276,Customer#000001276,PV6q5NTZebxEM bRLdFBx7p4oNv7,16,26-809-582-2064,-761.70,AUTOMOBILE," requests. express, final platelets cajole about the slyly pending plate"
1277,Customer#000001277,Zm7cCb4ywuBB,14,24-502-746-4128,-52.35,BUILDING,inal ideas. quickly express platele
1278,Customer#000001278,dprhp4sVLKK3z2mRoF4Sc1BnEve51Oz,5,15-253-270-5149,9038.43,HOUSEHOLD,ly express deposits. blithely bold requests wake slyly against the blithely even the
1279,Customer#000001279,MG sfROzAoEv6vKIHyygF2,14,24-742-587-6985,7915.06,BUILDING,ng requests. regular accounts sleep slyly. 
1280,Customer#000001280,YqEpl5QAc2zTl,16,26-725-573-7255,3419.66,HOUSEHOLD,"fully even asymptotes haggle after the ironic ideas. careful, even requests can affix quickly. furious"
1281,Customer#000001281,CMGthBsMiahkcS7Nfw3KkSj9,11,21-124-963-7614,8182.42,AUTOMOBILE,final accounts haggle slyly carefully dar
1282,Customer#000001282,BM2jqqGLYZ1VoVcpVIyUB,14,24-750-627-7414,8998.82,FURNITURE,ideas. furiously close accounts wake
1283,Customer#000001283,"VhMf4nynm9cp0,gt4p0iV3zS i3qoSAtlxF5Vdbo",0,10-203-771-2219,2222.71,AUTOMOBILE,ironically ironic instructions. blithely silen
1284,Customer#000001284, NHrbpzifnVEchLnxiiPAdVYJdj724w66b7,18,28-750-346-1442,-911.40,BUILDING,"s wake about the slyly bold patterns. special, pending courts sleep alongside of the special dependencie"
1285,Customer#000001285,Wjt0QInshbz1lMhNN98MgdT3kdhyt6uYliRY,19,29-424-835-1463,3061.58,HOUSEHOLD,nusual requests-- quickly unusual packages sleep. bold requests poach carefully pen
1286,Customer#000001286,"mbXQlxJ9e8hLosXG,J",12,22-374-932-9860,6906.08,MACHINERY,lyly regular deposits. packages c
1287,Customer#000001287,"ToQGzlzohchXC6E,G6za",15,25-493-734-3918,7461.69,MACHINERY,unusual foxes haggle permanently furiously final dolphins. even platelets sleep slyly 
1288,Customer#000001288,wan77pG8kuJOYNUV,3,13-533-256-9320,6603.43,HOUSEHOLD, furiously silent pinto beans. furiously ironic instructions against the requests ca
1289,Customer#000001289,dkPW2fGCCFTae ,24,34-409-591-4324,2925.52,MACHINERY,"fily blithely unusual dependencies. bold, ironic packages above the quickl"
1290,Customer#000001290,"0bR69G,2X i4yRk31l",24,34-837-161-2672,8108.42,MACHINERY,e special sentiments haggle theodolites. blithe accounts are fluffily. blithely ironic platelets cajole quickly
1291,Customer#000001291,OKXJGOjIiRtAGTFYYWYaZScffmt0Zw20,7,17-693-294-2656,8227.37,BUILDING,"s, ironic packages are fluffily around the furiously careful packages"
1292,Customer#000001292,b5 Y38nces5OfgjzdK fh,21,31-966-407-1575,5509.11,BUILDING,ithely regular courts shall haggle f
1293,Customer#000001293,nTRNpfodFVv3pvyE8zHxqfQZU6K fzhs,12,22-517-223-6566,2565.67,HOUSEHOLD,otornis nag against the carefully regular tithes. carefully ironic accounts haggle special platelets. fur
1294,Customer#000001294,"n15igJzF Wg,b pcSf8Jg",23,33-506-204-7796,-808.13,AUTOMOBILE,ffily furious accounts grow-- carefully final foxes try to use i
1295,Customer#000001295,HNMNXQ0VMV,24,34-259-484-2624,753.62,BUILDING,"ickly. requests are thinly permanently pending pinto beans. ironic, final accounts sleep furiou"
1296,Customer#000001296,Pfqt7iOLnX8WJg4WYFi6StG,5,15-130-485-4234,3034.69,MACHINERY,cording to the theodolites. special ins
1297,Customer#000001297,"XaD2mN,g3ccXt IOgFN3aczTHbNexRzm",21,31-579-682-9907,6074.01,HOUSEHOLD, fluffily final excuses cajole furiously 
1298,Customer#000001298,yHqb2cp f41CiukCx4EuD7nzO93lcbs7HG,15,25-765-244-1549,3903.54,AUTOMOBILE,sts. quickly bold accounts nag along the blithely regular pains. idea
1299,Customer#000001299,xEY7jE3 egADVuwcfSSmf7RaDz6,11,21-150-179-4763,808.39,HOUSEHOLD,ffily above the ruthlessly ironic braids. carefully even requests alongside of the furiously eve
1300,Customer#000001300,"6E4ZNef5Qa3,xNUpzQV4k4x5S",23,33-581-399-6027,-370.44,BUILDING,nstructions. unusual deposits according to the carefully final instructions cajole quickly alongside of 
1301,Customer#000001301,"D9,GjMfUk4Klr5bo0EeZiuzNRGXD1mHLnD",10,20-339-347-9046,8966.63,MACHINERY,ly regular patterns. evenly even ideas affix. carefully express orbits haggle blithely alongside of the pending 
1302,Customer#000001302,xtiEaXq5Kw19D,9,19-316-212-9313,197.90,MACHINERY,lly even courts. final pinto beans are slyly blithely regular sauternes. slyly f
1303,Customer#000001303,"fQ Lp,FoozZe1So5N4AoMP",5,15-658-234-7985,2020.15,MACHINERY,"s haggle slyly pending, unusual courts? quickly regular theodolites cajole fluff"
1304,Customer#000001304,",z3yCO9ylwqNWWRRYQh",11,21-638-815-3982,4548.46,AUTOMOBILE,"s. bold, express requests alongside"
1305,Customer#000001305,"vjKvAPZB,MgLVlSiGmTsx23bjKicbVjKf9hL9",23,33-396-634-9150,4900.66,MACHINERY,"pecial accounts nag quickly slyly regular requests. quickly even deposits among the ironic, sly depths cajol"
1306,Customer#000001306,039liBqOVIFigkISOm2yEUf,12,22-923-551-9639,6464.77,MACHINERY,ut the unusual requests. final foxes are carefully slyly
1307,Customer#000001307,grcq59laQxcSTGfOjCxeT,3,13-970-299-8199,4344.52,MACHINERY," daring, final foxes among the special deposits are ideas. blithely special asymptotes haggle"
1308,Customer#000001308,eNCwIUnRKhsxZKHbv2cGjq9xBV5sJamojjE9ev,18,28-560-833-2066,9290.53,MACHINERY,ly regular accounts. slyly pen
1309,Customer#000001309,vQcJGUXPHMH2 5OWs1XUP0kx17uzejICT4jS45M,10,20-821-905-5952,-922.69,AUTOMOBILE,"ecial deposits. special, pending instructions wake carefully across the blithely regular dolphins. slyly final a"
1310,Customer#000001310,Qd0r3CzMlDQH19JYL t4DKQxN2p,17,27-538-338-3378,204.84,HOUSEHOLD,". even, special instructions across the fluffily ironic accounts are special, ironic de"
1311,Customer#000001311,AOLLYgTVwgWmc6QcgrnIosUQyq,13,23-647-279-5735,8713.24,FURNITURE,"nts should cajole. regular, regular instruction"
1312,Customer#000001312,MVsKeqWejff8jQ30znNxkqE5NX,3,13-153-492-9898,9459.50,BUILDING," sentiments sleep idly express pinto beans. even, unusual packages "
1313,Customer#000001313,ruW7iXHPjwR26QQmxm6a8Ie4ax HMssk,23,33-623-834-3089,889.11,MACHINERY, dependencies haggle blithely blithely final packages. quick
1314,Customer#000001314,RxdWySRQtGHZqFEiF,1,11-290-301-2722,3218.33,HOUSEHOLD,le boldly according to the slyly bold dependencies. fluffily bold instructions after the slyly
1315,Customer#000001315,WhRWZ4uuGm,10,20-941-614-6433,1447.84,AUTOMOBILE,lar requests! requests after the package
1316,Customer#000001316,"EEPB9, AcNG6nw7Vorj37JEY",5,15-642-801-1329,-158.39,BUILDING,"the regular, ironic theodolites. slyly busy accounts wake theodolites. requests integrate blithely enticingly ir"
1317,Customer#000001317,RUeZvOoWWf5,14,24-518-294-8197,8925.08,AUTOMOBILE,xpress requests wake blithely. blithely unusual platele
1318,Customer#000001318,u q8hrAvUTcaul26q5zk7,14,24-524-279-4270,5812.93,BUILDING,"blithely furiously silent requests. regular, silent ideas detect at the iron"
1319,Customer#000001319,"PVeZgPjU,62b2zQ",9,19-573-345-3305,4910.48,MACHINERY,refully regular deposits. theodolites
1320,Customer#000001320,"TKEQDVJsBxh6z3TFg6RGRy3Bb,IQ",15,25-116-108-3791,6407.13,MACHINERY,slyly even ideas are about the blithely bold theodolites. furiously bold orbits believe carefully 
1321,Customer#000001321,O4NXeKba2X,10,20-571-787-3958,3589.49,FURNITURE,usly carefully unusual ideas. carefully 
1322,Customer#000001322,"YVHiXS KijpiWbvxBtZPNgKf,",13,23-207-256-7245,2621.71,FURNITURE,ructions cajole. furiously bold plat
1323,Customer#000001323,AR9UCH3vaio0,23,33-476-768-7390,6006.81,HOUSEHOLD,sual packages boost pinto beans. regular accounts except the final packages integrate blith
1324,Customer#000001324,VA8Z1oBq2 SQmnR3JrKKMSqohPbITzC,7,17-415-957-9976,7548.88,AUTOMOBILE,st carefully blithely ironic packages-- blithely regular dolphins cajole blithely furiously 
1325,Customer#000001325,rKxrx2wIU3xTTrDnT4S,7,17-687-303-1074,9108.61,HOUSEHOLD,y after the slyly even asymptotes. deposits about the carefully regular deposits are carefully according to th
1326,Customer#000001326,EQfxgT3g6bUYEzm0N,21,31-373-307-4091,-468.49,HOUSEHOLD,r the express deposits. blithely final deposits after the fluffily close theodolites sleep carefully among th
1327,Customer#000001327,gp5epvHFF1C7aN,12,22-920-576-6295,0.97,MACHINERY, across the even instructions? unusual accounts haggle carefully. sometimes final instructions cajole quickly. 
1328,Customer#000001328,MHgFgmtu7aahHfM8ZeN,10,20-305-428-9878,3264.99,AUTOMOBILE,"y among the furiously dogged theodolites. slyly final requests haggle final, ironic d"
1329,Customer#000001329,bXrBMMlqO n2baUirqo,17,27-945-826-8003,4645.91,BUILDING,"rint furiously ironic, regular accounts. ironic, bold packages are quickly ironic, bold foxes. caref"
1330,Customer#000001330,fk2WbUaitX,1,11-353-524-1234,3893.14,BUILDING,pitaphs are slyly fluffily even foxes. slyly final instr
1331,Customer#000001331,FHQq kkzb4L,8,18-140-389-1328,2005.02,BUILDING, cajole. quietly silent dugouts among the slyly unusual requests sleep silently regular platelets
1332,Customer#000001332,",hesWEPoFLPuEsbu4thg",18,28-560-351-6594,3323.04,FURNITURE,pending theodolites integrate quickly according to the blithely even requests. fluffily bold accounts
1333,Customer#000001333,DRCUFHtYg2Ll1YO9uVFtma2xLfZIZN,2,12-154-975-6824,1330.85,AUTOMOBILE,its cajole slyly about the carefully silent accounts. slyly regular instructio
1334,Customer#000001334,"L1Gua3YqQXDrnUL,crTD bNKUqhX",5,15-493-800-1041,2485.71,BUILDING,ng deposits. carefully idle requests us
1335,Customer#000001335,"6MaqhG5A1KG,QN7v8B1UcY15ip,G4CHh",10,20-744-779-7057,8341.67,BUILDING,riously bold asymptotes haggle daringly regular d
1336,Customer#000001336,nWeM7gD87idF4GfovEkTbbLrRoA,16,26-350-110-5043,1490.21,AUTOMOBILE,"iously final deposits. even, express packages wake carefully according to the carefully regular dinos. blit"
1337,Customer#000001337,"roqehNY3NvZpoKjAkeN,q3",22,32-528-594-1931,7882.44,MACHINERY,ideas. silently silent accounts cajole carefully among the 
1338,Customer#000001338,TduVwYOglrfgXMHkNe6KP20ld21zZ,20,30-763-866-5779,5139.00,BUILDING,ealms. quickly ironic accounts are furiously. ca
1339,Customer#000001339,"bkIIa,IenEggfqj 1QrfVSK1lub33ZTQXSi9",4,14-904-963-2452,8167.50,MACHINERY,e blithely final ideas. quickly 
1340,Customer#000001340,"O29aYzs,cNk",21,31-872-435-1900,280.29,HOUSEHOLD,requests cajole quickly regular foxes. regular ideas above the daring 
1341,Customer#000001341,EVNDpAp6jDemDQKGo RHewcdJlryebQ,18,28-701-221-9569,762.69,MACHINERY,endencies boost furiously stealt
1342,Customer#000001342,mnU6dBLz2ehGLX1m1NiWnQ2e1,16,26-340-733-2096,1520.34,MACHINERY, foxes boost bold theodolites. quic
1343,Customer#000001343,5yofhqNtOumczjtx,18,28-393-594-5247,8303.09,AUTOMOBILE,fily regular packages are along the fluffily unusual dependencies? never daring accounts are. fluffily 
1344,Customer#000001344,SV38vn1nYYr1FDXap,5,15-307-682-9911,2113.32,AUTOMOBILE,"ajole evenly final, daring requests. platelets integrate pearls. even"
1345,Customer#000001345,YZsOCQmp0UgIW2n2PDd3,9,19-913-651-7783,8593.83,BUILDING,deposits. furiously bold Tiresias boost fluffily. slyly ironic foxes sleep s
1346,Customer#000001346,PxvsY3wHr5h2m3H2sLf,10,20-502-685-6183,4524.45,FURNITURE,"nstructions. ironic, express deposits engage carefully above the requests. carefully e"
1347,Customer#000001347,UC3M uTzJev,24,34-956-232-6103,8476.43,HOUSEHOLD,slyly among the dependencies. ca
1348,Customer#000001348,pKyOno2eDw KiZxDs9H,23,33-360-732-3579,459.22,MACHINERY, slyly unusual realms serve furiously ideas. blithely ironic deposits affix slyly. regular deposits about the
1349,Customer#000001349,kwFDl gcNEYRkMW6bKsm16d,18,28-950-527-8728,4967.24,AUTOMOBILE,"ons haggle across the requests. even, regular requests about the packa"
1350,Customer#000001350,MO07oDYsApS7XoVjPQkGM5X0JgAf ,3,13-486-903-2349,3339.51,AUTOMOBILE,ording to the blithely dogged requests. furiously unusual dependencies affi
1351,Customer#000001351,e2elLHdFokD7MQnAdcRDE,1,11-916-210-6616,3106.00,FURNITURE,"s use quickly at the bold excuses. special, ironic theodolites "
1352,Customer#000001352,44W3SpCEbCWEFt LfD,20,30-631-606-4317,5570.69,FURNITURE,slyly furiously pending packages. quickly even dependencies use final packages. pending instructions ca
1353,Customer#000001353,pszOeVaSw4V,1,11-109-274-1421,3666.51,MACHINERY,cial packages-- pending pains sleep ironic foxes. carefully enticing excuses impress quickly? 
1354,Customer#000001354,Awkm ryVzxjABxuwyfracqKdTET7tw,13,23-969-619-1363,-897.04,MACHINERY,"efully after the courts. express, silent dependencies sleep across the fluffi"
1355,Customer#000001355,PZ UkSSIusgaGw66YgBJ lvJ2xBnCZTC7Ckq,20,30-918-883-1662,2351.10,AUTOMOBILE,arefully even deposits. carefully pending ideas are carefully for the carefully quick ideas. slowly final 
1356,Customer#000001356,Y8fsqJ4WbIKDl6mZWXrqkgGvygZboH,5,15-656-712-5740,927.39,HOUSEHOLD,"refully even ideas wake blithely even, regular dep"
1357,Customer#000001357,9ZPnjelGnmJ0kPzPX,15,25-242-146-4223,8627.90,BUILDING,he pinto beans. express packages are slyly. blithely even patterns 
1358,Customer#000001358,zYXKzGW7N54A71JRrnICnjiAVwTt,3,13-264-253-1258,5149.23,BUILDING,"es. special, regular requests sleep blithely above t"
1359,Customer#000001359,mV3y7aVgM11vqf,11,21-124-833-5784,4069.82,FURNITURE,"pending, ironic warthogs boost. packages wake quickly. express deposits unwind furiously "
1360,Customer#000001360,vMQ7U5UnVUS6gog7SUIgSPUQ6RDF Q,19,29-574-552-4018,1422.57,MACHINERY,"arefully final ideas. final, bold instructions about the re"
1361,Customer#000001361,dqj9PdV98S1tlyZVMTKF3eWC5n1BLSqMLgVoq0T,13,23-104-975-7608,4128.86,HOUSEHOLD,blithely regular packages haggle furiously against the silent accounts. regular requests wake 
1362,Customer#000001362,mgtvKQyLWIQ,7,17-801-385-5904,3718.92,MACHINERY, carefully after the quickly pending packages. boldly ironic instructions nag along th
1363,Customer#000001363,"F2Q0tryfE4ZEoKFMOTO1Tf bxc,",13,23-964-365-7781,-112.46,HOUSEHOLD,ions cajole slyly across the fluffily special instructions. fluffily regular asymptotes nag b
1364,Customer#000001364,"jd ew0Zy6h5l89enPpF,D67yoI tSA7OiS7",19,29-992-959-9626,-181.69,BUILDING,te quickly fluffily bold packages. unusual dolphins sleep furiously according to
1365,Customer#000001365,ocILHLhgHF9KDBbiXOjfGYtIrnzMn1QKX,17,27-358-301-5393,2207.81,MACHINERY,"posits. pending deposits around the blithely special accounts wake along the quickly final excuses. final,"
1366,Customer#000001366,"xX2qQ,JAWaPTlNBgKWhJ0QTuC0 CtwBZv02AP",20,30-193-707-6924,1634.70,HOUSEHOLD,eposits. carefully pending waters haggle slyly 
1367,Customer#000001367,"LdS,XHT,XB2Z2Is6VLBU9S",22,32-462-328-6604,5420.32,HOUSEHOLD,special foxes haggle slyly across the regular excuses. carefully bold deposits about the
